,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
753,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.5
754,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.5
755,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,0.5
756,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.5
757,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.5
758,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.5
759,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.5
760,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,0.5
761,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.925,0.5
762,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.5
763,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.5
764,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.5
765,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,0.5
766,23-24,0.3,13,1,14,26,26,0.93,0.54,0.5,0.925,0.5
767,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.925,0.5
768,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.5
769,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.5
770,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,0.5
771,24-25,0.3,5,2,7,19,20,0.71,0.35,0.25,0.925,0.5
772,24-25,1,20,19,39,20,20,0.51,1.95,1,0.925,0.5
773,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.5
774,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.5
775,25-26,0.1,0,0,0,27,35,0,0,0,0.925,0.5
776,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.925,0.5
777,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.925,0.5
778,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.5
779,25-26,10,0,0,0,2,18,0,0,0,0.925,0.5
780,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.4
781,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.4
782,20-21,1,20,1,21,20,20,0.95,1.05,1,0.925,0.4
783,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.4
784,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.4
785,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,0.4
786,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.4
787,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.4
788,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.4
789,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.4
790,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,0.4
791,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.925,0.4
792,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.4
793,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.4
794,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.4
795,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,0.4
796,23-24,0.3,16,2,18,26,26,0.89,0.69,0.62,0.925,0.4
797,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.925,0.4
798,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.4
799,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.4
800,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,0.4
801,24-25,0.3,8,18,26,19,20,0.31,1.3,0.4,0.925,0.4
802,24-25,1,20,19,39,20,20,0.51,1.95,1,0.925,0.4
803,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.4
804,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.4
805,25-26,0.1,0,0,0,27,35,0,0,0,0.925,0.4
806,25-26,0.3,2,79,81,23,27,0.02,3,0.07,0.925,0.4
807,25-26,1,14,100,114,16,19,0.12,6,0.74,0.925,0.4
808,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.4
809,25-26,10,0,0,0,2,18,0,0,0,0.925,0.4
810,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.3
811,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.3
812,20-21,1,20,1,21,20,20,0.95,1.05,1,0.925,0.3
813,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.3
814,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.3
815,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,0.3
816,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.3
817,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.3
818,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.3
819,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.3
820,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,0.3
821,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.925,0.3
822,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.3
823,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.3
824,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.3
825,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,0.3
826,23-24,0.3,19,3,22,26,26,0.86,0.85,0.73,0.925,0.3
827,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.925,0.3
828,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.3
829,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.3
830,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,0.3
831,24-25,0.3,9,45,54,19,20,0.17,2.7,0.45,0.925,0.3
832,24-25,1,20,19,39,20,20,0.51,1.95,1,0.925,0.3
833,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.3
834,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.3
835,25-26,0.1,0,0,0,27,35,0,0,0,0.925,0.3
836,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.925,0.3
837,25-26,1,14,100,114,16,19,0.12,6,0.74,0.925,0.3
838,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.3
839,25-26,10,0,0,0,2,18,0,0,0,0.925,0.3
840,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.2
841,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.2
842,20-21,1,20,1,21,20,20,0.95,1.05,1,0.925,0.2
843,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.2
844,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.2
845,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.925,0.2
846,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.2
847,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.2
848,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.2
849,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.2
850,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.925,0.2
851,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.925,0.2
852,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.2
853,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.2
854,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.2
855,23-24,0.1,10,45,55,17,19,0.18,2.89,0.53,0.925,0.2
856,23-24,0.3,22,5,27,26,26,0.81,1.04,0.85,0.925,0.2
857,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.925,0.2
858,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.2
859,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.2
860,24-25,0.1,8,29,37,22,23,0.22,1.61,0.35,0.925,0.2
861,24-25,0.3,17,122,139,19,20,0.12,6.95,0.85,0.925,0.2
862,24-25,1,20,19,39,20,20,0.51,1.95,1,0.925,0.2
863,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.2
864,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.2
865,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.925,0.2
866,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.925,0.2
867,25-26,1,14,100,114,16,19,0.12,6,0.74,0.925,0.2
868,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.2
869,25-26,10,0,0,0,2,18,0,0,0,0.925,0.2
870,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.1
871,20-21,0.3,23,0,23,23,23,1,1,1,0.925,0.1
872,20-21,1,20,1,21,20,20,0.95,1.05,1,0.925,0.1
873,20-21,3,17,0,17,17,19,1,0.89,0.89,0.925,0.1
874,20-21,10,11,0,11,11,16,1,0.69,0.69,0.925,0.1
875,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.925,0.1
876,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.925,0.1
877,21-22,1,21,0,21,21,22,1,0.95,0.95,0.925,0.1
878,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.925,0.1
879,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.925,0.1
880,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.925,0.1
881,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.925,0.1
882,22-23,1,20,0,20,20,21,1,0.95,0.95,0.925,0.1
883,22-23,3,20,1,21,20,21,0.95,1,0.95,0.925,0.1
884,22-23,10,14,0,14,14,21,1,0.67,0.67,0.925,0.1
885,23-24,0.1,12,69,81,17,19,0.15,4.26,0.63,0.925,0.1
886,23-24,0.3,25,13,38,26,26,0.66,1.46,0.96,0.925,0.1
887,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.925,0.1
888,23-24,3,22,0,22,22,23,1,0.96,0.96,0.925,0.1
889,23-24,10,12,0,12,12,20,1,0.6,0.6,0.925,0.1
890,24-25,0.1,17,157,174,22,23,0.1,7.57,0.74,0.925,0.1
891,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.925,0.1
892,24-25,1,20,19,39,20,20,0.51,1.95,1,0.925,0.1
893,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.925,0.1
894,24-25,10,8,0,8,13,25,1,0.32,0.32,0.925,0.1
895,25-26,0.1,14,506,520,27,35,0.03,14.86,0.4,0.925,0.1
896,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.925,0.1
897,25-26,1,14,100,114,16,19,0.12,6,0.74,0.925,0.1
898,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.925,0.1
899,25-26,10,0,0,0,2,18,0,0,0,0.925,0.1
900,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,1
901,20-21,0.3,23,0,23,23,23,1,1,1,0.9,1
902,20-21,1,20,0,20,20,20,1,1,1,0.9,1
903,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,1
904,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,1
905,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,1
906,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,1
907,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,1
908,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,1
909,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,1
910,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,1
911,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.9,1
912,22-23,1,19,0,19,20,21,1,0.9,0.9,0.9,1
913,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,1
914,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,1
915,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,1
916,23-24,0.3,17,1,18,26,26,0.94,0.69,0.65,0.9,1
917,23-24,1,11,1,12,24,25,0.92,0.48,0.44,0.9,1
918,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,1
919,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,1
920,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,1
921,24-25,0.3,7,4,11,19,20,0.64,0.55,0.35,0.9,1
922,24-25,1,12,0,12,20,20,1,0.6,0.6,0.9,1
923,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,1
924,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,1
925,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.9,1
926,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.9,1
927,25-26,1,5,18,23,16,19,0.22,1.21,0.26,0.9,1
928,25-26,3,19,5,24,21,32,0.79,0.75,0.59,0.9,1
929,25-26,10,0,0,0,2,18,0,0,0,0.9,1
930,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.9
931,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.9
932,20-21,1,20,0,20,20,20,1,1,1,0.9,0.9
933,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.9
934,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.9
935,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,0.9
936,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.9
937,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.9
938,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.9
939,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.9
940,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,0.9
941,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.9,0.9
942,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.9
943,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.9
944,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.9
945,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,0.9
946,23-24,0.3,17,1,18,26,26,0.94,0.69,0.65,0.9,0.9
947,23-24,1,14,1,15,24,25,0.93,0.6,0.56,0.9,0.9
948,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.9
949,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.9
950,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,0.9
951,24-25,0.3,7,4,11,19,20,0.64,0.55,0.35,0.9,0.9
952,24-25,1,13,3,16,20,20,0.81,0.8,0.65,0.9,0.9
953,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.9
954,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.9
955,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.9,0.9
956,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.9,0.9
957,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.9,0.9
958,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.9
959,25-26,10,0,0,0,2,18,0,0,0,0.9,0.9
960,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.8
961,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.8
962,20-21,1,20,0,20,20,20,1,1,1,0.9,0.8
963,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.8
964,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.8
965,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,0.8
966,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.8
967,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.8
968,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.8
969,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.8
970,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,0.8
971,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.9,0.8
972,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.8
973,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.8
974,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.8
975,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,0.8
976,23-24,0.3,17,1,18,26,26,0.94,0.69,0.65,0.9,0.8
977,23-24,1,19,1,20,24,25,0.95,0.8,0.76,0.9,0.8
978,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.8
979,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.8
980,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,0.8
981,24-25,0.3,7,4,11,19,20,0.64,0.55,0.35,0.9,0.8
982,24-25,1,14,6,20,20,20,0.7,1,0.7,0.9,0.8
983,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.8
984,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.8
985,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.9,0.8
986,25-26,0.3,1,0,1,23,27,1,0.04,0.04,0.9,0.8
987,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.9,0.8
988,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.8
989,25-26,10,0,0,0,2,18,0,0,0,0.9,0.8
990,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.7
991,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.7
992,20-21,1,20,0,20,20,20,1,1,1,0.9,0.7
993,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.7
994,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.7
995,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,0.7
996,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.7
997,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.7
998,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.7
999,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.7
1000,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,0.7
1001,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.9,0.7
1002,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.7
1003,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.7
1004,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.7
1005,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,0.7
1006,23-24,0.3,17,1,18,26,26,0.94,0.69,0.65,0.9,0.7
1007,23-24,1,22,1,23,24,25,0.96,0.92,0.88,0.9,0.7
1008,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.7
1009,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.7
1010,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,0.7
1011,24-25,0.3,7,4,11,19,20,0.64,0.55,0.35,0.9,0.7
1012,24-25,1,15,6,21,20,20,0.71,1.05,0.75,0.9,0.7
1013,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.7
1014,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.7
1015,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.9,0.7
1016,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.9,0.7
1017,25-26,1,8,49,57,16,19,0.14,3,0.42,0.9,0.7
1018,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.7
1019,25-26,10,0,0,0,2,18,0,0,0,0.9,0.7
1020,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.6
1021,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.6
1022,20-21,1,20,0,20,20,20,1,1,1,0.9,0.6
1023,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.6
1024,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.6
1025,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,0.6
1026,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.6
1027,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.6
1028,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.6
1029,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.6
1030,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,0.6
1031,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.9,0.6
1032,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.6
1033,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.6
1034,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.6
1035,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,0.6
1036,23-24,0.3,17,1,18,26,26,0.94,0.69,0.65,0.9,0.6
1037,23-24,1,22,1,23,24,25,0.96,0.92,0.88,0.9,0.6
1038,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.6
1039,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.6
1040,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,0.6
1041,24-25,0.3,7,4,11,19,20,0.64,0.55,0.35,0.9,0.6
1042,24-25,1,18,10,28,20,20,0.64,1.4,0.9,0.9,0.6
1043,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.6
1044,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.6
1045,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.9,0.6
1046,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.9,0.6
1047,25-26,1,9,67,76,16,19,0.12,4,0.47,0.9,0.6
1048,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.6
1049,25-26,10,0,0,0,2,18,0,0,0,0.9,0.6
1050,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.5
1051,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.5
1052,20-21,1,20,1,21,20,20,0.95,1.05,1,0.9,0.5
1053,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.5
1054,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.5
1055,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,0.5
1056,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.5
1057,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.5
1058,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.5
1059,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.5
1060,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,0.5
1061,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.9,0.5
1062,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.5
1063,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.5
1064,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.5
1065,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,0.5
1066,23-24,0.3,17,1,18,26,26,0.94,0.69,0.65,0.9,0.5
1067,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.9,0.5
1068,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.5
1069,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.5
1070,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,0.5
1071,24-25,0.3,7,4,11,19,20,0.64,0.55,0.35,0.9,0.5
1072,24-25,1,20,19,39,20,20,0.51,1.95,1,0.9,0.5
1073,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.5
1074,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.5
1075,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.9,0.5
1076,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.9,0.5
1077,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.9,0.5
1078,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.5
1079,25-26,10,0,0,0,2,18,0,0,0,0.9,0.5
1080,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.4
1081,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.4
1082,20-21,1,20,1,21,20,20,0.95,1.05,1,0.9,0.4
1083,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.4
1084,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.4
1085,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,0.4
1086,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.4
1087,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.4
1088,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.4
1089,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.4
1090,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,0.4
1091,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.9,0.4
1092,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.4
1093,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.4
1094,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.4
1095,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,0.4
1096,23-24,0.3,19,2,21,26,26,0.9,0.81,0.73,0.9,0.4
1097,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.9,0.4
1098,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.4
1099,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.4
1100,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,0.4
1101,24-25,0.3,10,19,29,19,20,0.34,1.45,0.5,0.9,0.4
1102,24-25,1,20,19,39,20,20,0.51,1.95,1,0.9,0.4
1103,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.4
1104,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.4
1105,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.9,0.4
1106,25-26,0.3,2,79,81,23,27,0.02,3,0.07,0.9,0.4
1107,25-26,1,14,100,114,16,19,0.12,6,0.74,0.9,0.4
1108,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.4
1109,25-26,10,0,0,0,2,18,0,0,0,0.9,0.4
1110,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.3
1111,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.3
1112,20-21,1,20,1,21,20,20,0.95,1.05,1,0.9,0.3
1113,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.3
1114,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.3
1115,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,0.3
1116,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.3
1117,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.3
1118,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.3
1119,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.3
1120,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,0.3
1121,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.9,0.3
1122,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.3
1123,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.3
